朝市,アサイチ
部首,ブシュ
不自由,フジユウ
不十分,フジュウブン
武術,ブジュツ
不純,フジュン
部署,ブショ
負傷,フショウ
不詳,フショウ
武将,ブショウ
無精,ブショウ
不祥事,フショウジ
無精ひげ,ブショウヒゲ
侮辱,ブジョク
不審,フシン
不振,フシン
不信,フシン
婦人,フジン
夫人,フジン
婦人科,フジンカ
不信感,フシンカン
不親切,フシンセツ
不信任,フシンニン
部数,ブスウ
ふすま,フスマ
不正,フセイ
風情,フゼイ
不摂生,フセッセイ
武装,ブソウ
不足,フソク
付属,フゾク
部族,ブゾク
付属品,フゾクヒン
二,フタ
ふた,フタ
札,フダ
豚,ブタ
舞台,ブタイ
部隊,ブタイ
双子,フタゴ
二つ,フタツ
二つ目,フタツメ
豚肉,ブタニク
二股,フタマタ
二人,フタリ
負担,フタン
普段,フダン
不断,フダン
普段着,フダンギ
縁,フチ
プチ,プチ
縁取り,フチドリ
付着,フチャク
不注意,フチュウイ
不調,フチョウ
部長,ブチョウ
仏,フツ
仏,ブツ
普通,フツウ
不通,フツウ
二日,フツカ
物価,ブッカ
復活,フッカツ
二日酔い,フツカヨイ
復帰,フッキ
復旧,フッキュウ
仏教,ブッキョウ
ぶつ切り,ブツギリ
腹筋,フッキン
フック,フック
物件,ブッケン
復興,フッコウ
不都合,フツゴウ
物産,ブッサン
物資,ブッシ
物質,ブッシツ
プッシュ,プッシュ
仏像,ブツゾウ
物体,ブッタイ
仏壇,ブツダン
沸点,フッテン
フット,フット
沸騰,フットウ
フットボール,フットボール
ぶつぶつ,ブツブツ
ぶつぶつ,ブツブツ
物々交換,ブツブツコウカン
物理,ブツリ
物理学,ブツリガク
物流,ブツリュウ
筆,フデ
不定,フテイ
不定期,フテイキ
ブティック,ブティック
プディング,プディング
不適,フテキ
不適当,フテキトウ
筆箱,フデバコ
不当,フトウ
不動,フドウ
ぶどう,ブドウ
武道,ブドウ
不動産,フドウサン
不特定,フトクテイ
懐,フトコロ
太字,フトジ
布団,フトン
船旅,フナタビ
船酔い,フナヨイ
不慣れ,フナレ
不妊,フニン
赴任,フニン
不妊症,フニンショウ
船,フネ
腐敗,フハイ
不発,フハツ
不備,フビ
不必要,フヒツヨウ
不評,フヒョウ
不平等,フビョウドウ
部品,ブヒン
吹雪,フブキ
不服,フフク
部分,ブブン
部分的,ブブンテキ
不平,フヘイ
普遍,フヘン
不便,フベン
父母,フボ
不法,フホウ
不法,フホウ
不まじめ,フマジメ
不満,フマン
踏切,フミキリ
踏み台,フミダイ
不眠,フミン
不眠症,フミンショウ
不向き,フムキ
不明,フメイ
譜面,フメン
不毛,フモウ
ふもと,フモト
不問,フモン
部門,ブモン
冬,フユ
富裕,フユウ
不愉快,フユカイ
冬場,フユバ
冬服,フユフク
冬物,フユモノ
冬休み,フユヤスミ
冬山,フユヤマ
不要,フヨウ
不要,フヨウ
扶養,フヨウ
プライス,プライス
ブライダル,ブライダル
フライト,フライト
プライド,プライド
プライバシー,プライバシー
フライパン,フライパン
フライング,フライング
ブラインド,ブラインド
ブラウス,ブラウス
ブラウン,ブラウン
ブラウン管,ブラウンカン
プラカード,プラカード
部落,ブラク
プラグ,プラグ
ブラザー,ブラザー
ブラシ,ブラシ
ブラジャー,ブラジャー
プラス,プラス
プラスチック,プラスチック
フラストレーション,フラストレーション
プラチナ,プラチナ
フラッグ,フラッグ
ブラック,ブラック
ブラックリスト,ブラックリスト
プラットホーム,プラットホーム
プラネタリウム,プラネタリウム
プラモデル,プラモデル
フラワー,フラワー
プラン,プラン
ブランク,ブランク
ぶらんこ,ブランコ
フランス語,フランスゴ
フランス料理,フランスリョウリ
フランチャイズ,フランチャイズ
ブランデー,ブランデー
ブランド,ブランド
プランニング,プランニング
不利,フリ
降り,フリ
振り,フリ
振り,ブリ
フリー,フリー
フリーター,フリーター
ブリーフ,ブリーフ
不利益,フリエキ
振り替え,フリカエ
振り掛け,フリカケ
振り仮名,フリガナ
振り込み,フリコミ
プリズム,プリズム
振り出し,フリダシ
振り付け,フリツケ
ブリッジ,ブリッジ
プリペイドカード,プリペイドカード
不良,フリョウ
武力,ブリョク
フリル,フリル
不倫,フリン
プリンス,プリンス
プリンセス,プリンセス
プリンター,プリンター
プリント,プリント
部類,ブルイ
ブルー,ブルー
ブルース,ブルース
フルーツ,フルーツ
フルート,フルート
古着,フルギ
古く,フルク
古里,フルサト
ブルドーザー,ブルドーザー
プルトニウム,プルトニウム
古本,フルホン
触れ合い,フレアイ
無礼,ブレイ
無礼講,ブレイコウ
プレー,プレー
プレーオフ,プレーオフ
ブレーカー,ブレーカー
ブレーキ,ブレーキ
フレーク,フレーク
ブレーク,ブレーク
フレーズ,フレーズ
プレート,プレート
プレーボーイ,プレーボーイ
プレーヤー,プレーヤー
ブレーン,ブレーン
プレーン,プレーン
ブレザー,ブレザー
プレジデント,プレジデント
ブレスレット,ブレスレット
プレゼン,プレゼン
プレゼンテーション,プレゼンテーション
プレゼント,プレゼント
プレッシャー,プレッシャー
プレミアム,プレミアム
フレンチ,フレンチ
フレンチトースト,フレンチトースト
フレンチドレッシング,フレンチドレッシング
ブレンド,ブレンド
風呂,フロ
フロア,フロア
浮浪者,フロウシャ
ブロー,ブロー
風呂おけ,フロオケ
フローズン,フローズン
フローリング,フローリング
付録,フロク
プログラマー,プログラマー
プログラミング,プログラミング
プログラム,プログラム
プロジェクト,プロジェクト
プロジェクトチーム,プロジェクトチーム
風呂敷,フロシキ
プロセス,プロセス
プロダクション,プロダクション
ブロッコリー,ブロッコリー
フロッピー,フロッピー
フロッピーディスク,フロッピーディスク
プロテクター,プロテクター
プロテスタント,プロテスタント
プロデューサー,プロデューサー
プロデュース,プロデュース
風呂場,フロバ
プロパン,プロパン
プロパンガス,プロパンガス
プロフェッショナル,プロフェッショナル
プロペラ,プロペラ
プロポーション,プロポーション
プロポーズ,プロポーズ
風呂屋,フロヤ
プロレス,プロレス
プロローグ,プロローグ
フロン,フロン
フロンガス,フロンガス
フロント,フロント
フロントガラス,フロントガラス
ふわふわ,フワフワ
ふん,フン
ふん,フン
文,ブン
雰囲気,フンイキ
噴火,フンカ
文化,ブンカ
分化,ブンカ
憤慨,フンガイ
分解,ブンカイ
文化遺産,ブンカイサン
文学,ブンガク
文学作品,ブンガクサクヒン
文学的,ブンガクテキ
文化財,ブンカザイ
文化人,ブンカジン
分割,ブンカツ
文化的,ブンカテキ
奮起,フンキ
分岐,ブンキ
分岐点,ブンキテン
分業,ブンギョウ
文具,ブング
文芸,ブンゲイ
文芸作品,ブンゲイサクヒン
文献,ブンケン
文庫,ブンコ
粉砕,フンサイ
分散,ブンサン
分子,ブンシ
紛失,フンシツ
噴射,フンシャ
文集,ブンシュウ
噴出,フンシュツ
文書,ブンショ
文章,ブンショウ
分譲,ブンジョウ
噴水,フンスイ
分数,ブンスウ
分析,ブンセキ
紛争,フンソウ
文体,ブンタイ
分担,ブンタン
分断,ブンダン
文中,ブンチュウ
文通,ブンツウ
奮闘,フントウ
分度器,ブンドキ
ふんどし,フンドシ
分配,ブンパイ
奮発,フンパツ
分泌,ブンピツ
分布,ブンプ
分別,ブンベツ
分娩,ブンベン
文法,ブンポウ
文房具,ブンボウグ
粉末,フンマツ
文末,ブンマツ
文脈,ブンミャク
文明,ブンメイ
文明開化,ブンメイカイカ
文面,ブンメン
分野,ブンヤ
分離,ブンリ
分量,ブンリョウ
分類,ブンルイ
分裂,ブンレツ
屁,ヘ
ヘア,ヘア
ペア,ペア
ヘアスタイル,ヘアスタイル
ヘアスプレー,ヘアスプレー
塀,ヘイ
兵,ヘイ
米,ベイ
平安,ヘイアン
平安,ヘイアン
平穏,ヘイオン
陛下,ヘイカ
閉会,ヘイカイ
弊害,ヘイガイ
併願,ヘイガン
平気,ヘイキ
兵器,ヘイキ
平均,ヘイキン
平均寿命,ヘイキンジュミョウ
平均値,ヘイキンチ
平均点,ヘイキンテン
平行,ヘイコウ
並行,ヘイコウ
閉口,ヘイコウ
併合,ヘイゴウ
米国,ベイコク
閉鎖,ヘイサ
兵士,ヘイシ
平日,ヘイジツ
平常,ヘイジョウ
平成,ヘイセイ
平静,ヘイセイ
平地,ヘイチ
閉店,ヘイテン
平年,ヘイネン
平凡,ヘイボン
平面,ヘイメン
平野,ヘイヤ
併用,ヘイヨウ
兵力,ヘイリョク
並列,ヘイレツ
平和,ヘイワ
平和条約,ヘイワジョウヤク
ペイント,ペイント
ベーカリー,ベーカリー
ベーキングパウダー,ベーキングパウダー
ベーコン,ベーコン
ベージュ,ベージュ
ペース,ペース
ペースト,ペースト
ベースボール,ベースボール
ペーパーテスト,ペーパーテスト
ペーパードライバー,ペーパードライバー
壁画,ヘキガ
ヘクタール,ヘクタール
ベクトル,ベクトル
へこみ,ヘコミ
ベジタリアン,ベジタリアン
ベスト,ベスト
ベスト,ベスト
ベストセラー,ベストセラー
へそ,ヘソ
下手,ヘタ
下手くそ,ヘタクソ
隔たり,ヘダタリ
ペダル,ペダル
別,ベツ
別格,ベッカク
別館,ベッカン
別居,ベッキョ
別冊,ベッサツ
蔑視,ベッシ
別室,ベッシツ
別人,ベツジン
別荘,ベッソウ
ヘッド,ヘッド
別途,ベット
ベッド,ベッド
ペット,ペット
ヘッドコーチ,ヘッドコーチ
ヘッドホン,ヘッドホン
ヘッドライト,ヘッドライト
ベッドルーム,ベッドルーム
ペッパー,ペッパー
別々,ベツベツ
別名,ベツメイ
別物,ベツモノ
別問題,ベツモンダイ
別枠,ベツワク
ベテラン,ベテラン
へどろ,ヘドロ
ペナルティー,ペナルティー
ペニス,ペニス
ベニヤ板,ベニヤイタ
ペパーミント,ペパーミント
蛇,ヘビ
ヘビー級,ヘビーキュウ
ベビーシッター,ベビーシッター
へま,ヘマ
部屋,ヘヤ
部屋割り,ヘヤワリ
ぺらぺら,ペラペラ
ベランダ,ベランダ
ヘリ,ヘリ
ヘリウム,ヘリウム
ペリカン,ペリカン
ヘリコプター,ヘリコプター
ベル,ベル
ヘルシー,ヘルシー
ベルト,ベルト
ヘルパー,ヘルパー
ヘルメット,ヘルメット
ベレー,ベレー
べろ,ベロ
辺,ヘン
弁,ベン
ペン,ペン
変異,ヘンイ
変化,ヘンカ
弁解,ベンカイ
変化球,ヘンカキュウ
変革,ヘンカク
勉学,ベンガク
変換,ヘンカン
返還,ヘンカン
便器,ベンキ
便宜,ベンギ
ペンキ,ペンキ
返却,ヘンキャク
勉強,ベンキョウ
編曲,ヘンキョク
返金,ヘンキン
ペンギン,ペンギン
変形,ヘンケイ
偏見,ヘンケン
弁護,ベンゴ
変更,ヘンコウ
弁護士,ベンゴシ
便座,ベンザ
返済,ヘンサイ
偏差値,ヘンサチ
返事,ヘンジ
変質,ヘンシツ
編集,ヘンシュウ
便所,ベンジョ
弁償,ベンショウ
変色,ヘンショク
偏食,ヘンショク
ペンション,ペンション
ペンシル,ペンシル
変身,ヘンシン
返信,ヘンシン
変人,ヘンジン
編成,ヘンセイ
変遷,ヘンセン
返送,ヘンソウ
変則,ヘンソク
変速,ヘンソク
変態,ヘンタイ
ペンタゴン,ペンタゴン
ペンダント,ペンダント
ベンチ,ベンチ
ペンチ,ペンチ
ベンチャー,ベンチャー
ベンツ,ベンツ
便通,ベンツウ
返答,ヘントウ
変動,ヘンドウ
弁当,ベントウ
ペンネーム,ペンネーム
便秘,ベンピ
返品,ヘンピン
ペンフレンド,ペンフレンド
変貌,ヘンボウ
変容,ヘンヨウ
便利,ベンリ
弁論,ベンロン
帆,ホ
保安,ホアン
保育,ホイク
保育園,ホイクエン
保育所,ホイクショ
ボイコット,ボイコット
ボイス,ボイス
ボイスレコーダー,ボイスレコーダー
ホイッスル,ホイッスル
ホイップ,ホイップ
ボイラー,ボイラー
ホイル,ホイル
母音,ボイン
ぼ印,ボイン
ポイント,ポイント
ポイント,ポイント
方,ホウ
方,ホウ
棒,ボウ
房,ボウ
法案,ホウアン
方位,ホウイ
放映,ホウエイ
防衛,ボウエイ
防衛庁,ボウエイチョウ
貿易,ボウエキ
貿易摩擦,ボウエキマサツ
望遠,ボウエン
望遠鏡,ボウエンキョウ
法王,ホウオウ
防音,ボウオン
放火,ホウカ
邦画,ホウガ
防火,ボウカ
崩壊,ホウカイ
妨害,ボウガイ
方角,ホウガク
法学,ホウガク
邦楽,ホウガク
放課後,ホウカゴ
包括,ホウカツ
防寒,ボウカン
傍観,ボウカン
ほうき,ホウキ
放棄,ホウキ
法規,ホウキ
忘却,ボウキャク
防御,ボウギョ
防御率,ボウギョリツ
防具,ボウグ
方言,ホウゲン
冒険,ボウケン
暴言,ボウゲン
封建社会,ホウケンシャカイ
封建制度,ホウケンセイド
封建的,ホウケンテキ
宝庫,ホウコ
防護,ボウゴ
方向,ホウコウ
芳香,ホウコウ
暴行,ボウコウ
報告,ホウコク
防災,ボウサイ
豊作,ホウサク
方策,ホウサク
坊さん,ボウサン
奉仕,ホウシ
法事,ホウジ
帽子,ボウシ
防止,ボウシ
方式,ホウシキ
放射,ホウシャ
放射線,ホウシャセン
放射能,ホウシャノウ
報酬,ホウシュウ
防臭,ボウシュウ
放出,ホウシュツ
方針,ホウシン
放心,ホウシン
邦人,ホウジン
法人,ホウジン
坊主,ボウズ
坊主頭,ボウズアタマ
放水,ホウスイ
防水,ボウスイ
宝石,ホウセキ
放送,ホウソウ
包装,ホウソウ
暴走,ボウソウ
放送局,ホウソウキョク
暴走族,ボウソウゾク
法則,ホウソク
包帯,ホウタイ
棒高跳び,ボウタカトビ
棒立ち,ボウダチ
防弾,ボウダン
放置,ホウチ
防虫,ボウチュウ
防虫剤,ボウチュウザイ
包丁,ホウチョウ
傍聴,ボウチョウ
膨張,ボウチョウ
法廷,ホウテイ
方程式,ホウテイシキ
法典,ホウテン
放電,ホウデン
暴徒,ボウト
報道,ホウドウ
冒頭,ボウトウ
暴動,ボウドウ
報道機関,ホウドウキカン
訪日,ホウニチ
忘年会,ボウネンカイ
奉納,ホウノウ
防波堤,ボウハテイ
防犯,ボウハン
褒美,ホウビ
防備,ボウビ
豊富,ホウフ
防腐,ボウフ
暴風,ボウフウ
報復,ホウフク
方便,ホウベン
方法,ホウホウ
方々,ホウボウ
放牧,ホウボク
法務,ホウム
法務省,ホウムショウ
方面,ホウメン
訪問,ホウモン
訪問販売,ホウモンハンバイ
抱擁,ホウヨウ
暴落,ボウラク
法律,ホウリツ
法律学,ホウリツガク
法律事務所,ホウリツジムショ
放流,ホウリュウ
暴力,ボウリョク
暴力団,ボウリョクダン
ボウリング,ボウリング
ボウル,ボウル
法令,ホウレイ
ほうれん草,ホウレンソウ
飽和,ホウワ
頬,ホオ
ボーイ,ボーイ
ボーイスカウト,ボーイスカウト
ボーイフレンド,ボーイフレンド
ボーカリスト,ボーカリスト
ボーカル,ボーカル
ポーク,ポーク
ボーダー,ボーダー
ボーダーライン,ボーダーライン
ポータブル,ポータブル
ボード,ボード
ボーナス,ボーナス
ホームシック,ホームシック
ホームステイ,ホームステイ
ホームレス,ホームレス
ホール,ホール
ポール,ポール
ボールペン,ボールペン
保温,ホオン
他,ホカ
ぽか,ポカ
捕獲,ホカク
保管,ホカン
簿記,ボキ
ボキャブラリー,ボキャブラリー
補給,ホキュウ
補強,ホキョウ
募金,ボキン
僕,ボク
北緯,ホクイ
ボクサー,ボクサー
牧師,ボクシ
北上,ホクジョウ
牧場,ボクジョウ
ボクシング,ボクシング
北西,ホクセイ
牧畜,ボクチク
北東,ホクトウ
北部,ホクブ
ほくろ,ホクロ
ぼけ,ボケ
捕鯨,ホゲイ
ポケット,ポケット
保険,ホケン
保健,ホケン
保険金,ホケンキン
保険証,ホケンショウ
保険料,ホケンリョウ
保護,ホゴ
母語,ボゴ
歩行,ホコウ
母校,ボコウ
歩行者,ホコウシャ
歩行者天国,ホコウシャテンゴク
母国,ボコク
母国語,ボコクゴ
保護者,ホゴシャ
ほこり,ホコリ
誇り,ホコリ
補佐,ホサ
星,ホシ
保持,ホジ
母子,ボシ
星占い,ホシウラナイ
母子家庭,ボシカテイ
ポジション,ポジション
星空,ホシゾラ
保湿,ホシツ
保釈,ホシャク
保守,ホシュ
捕手,ホシュ
補習,ホシュウ
補修,ホシュウ
補充,ホジュウ
募集,ボシュウ
保守的,ホシュテキ
補助,ホジョ
保証,ホショウ
保障,ホショウ
補償,ホショウ
保証金,ホショウキン
保証書,ホショウショ
保証人,ホショウニン
補助金,ホジョキン
ボス,ボス
ポスター,ポスター
ホステス,ホステス
ホスト,ホスト
ポスト,ポスト
ホストファミリー,ホストファミリー
ボストンバッグ,ボストンバッグ
補正,ホセイ
母性,ボセイ
保全,ホゼン
舗装,ホソウ
補足,ホソク
細身,ホソミ
細目,ホソメ
保存,ホゾン
ポタージュ,ポタージュ
母体,ボタイ
ボタン,ボタン
ぼたん,ボタン
墓地,ボチ
ホチキス,ホチキス
歩調,ホチョウ
補聴器,ホチョウキ
北海,ホッカイ
北海道,ホッカイドウ
北極,ホッキョク
ホック,ホック
ホッケー,ホッケー
発作,ホッサ
発作的,ホッサテキ
没収,ボッシュウ
発足,ホッソク
ほったらかし,ホッタラカシ
発端,ホッタン
ホット,ホット
ポット,ポット
没頭,ボットウ
ホットケーキ,ホットケーキ
ホットコーヒー,ホットコーヒー
ホットプレート,ホットプレート
勃発,ボッパツ
ポップ,ポップ
ポップコーン,ポップコーン
ポップス,ポップス
ほっぺた,ホッペタ
北方,ホッポウ
ぽつぽつ,ポツポツ
ボディー,ボディー
ボディーガード,ボディーガード
ポテト,ポテト
ホテル,ホテル
ほと,ホト
程,ホド
歩道,ホドウ
補導,ホドウ
歩道橋,ホドウキョウ
仏,ホトケ
仏様,ホトケサマ
ポトフ,ポトフ
ほとぼり,ホトボリ
ほとり,ホトリ
ボトル,ボトル
ボトルキープ,ボトルキープ
ほとんど,ホトンド
母乳,ボニュウ
哺乳類,ホニュウルイ
骨,ホネ
骨折り,ホネオリ
骨組み,ホネグミ
炎,ホノオ
ポピュラー,ポピュラー
保母,ホボ
ホモ,ホモ
保有,ホユウ
保養,ホヨウ
洞,ホラ
ボランティア,ボランティア
堀,ホリ
彫り,ホリ
ポリエステル,ポリエステル
ポリシー,ポリシー
ホリデー,ホリデー
ポリ袋,ポリブクロ
保留,ホリュウ
ボリューム,ボリューム
ホルダー,ホルダー
ボルト,ボルト
ボルト,ボルト
ポルノ,ポルノ
ホルモン,ホルモン
ホルン,ホルン
ぼろ,ボロ
ポロシャツ,ポロシャツ
ぼろぼろ,ボロボロ
ホワイト,ホワイト
本,ホン
本,ホン
本,ホン
盆,ボン
本意,ホンイ
盆踊り,ボンオドリ
本格,ホンカク
本格化,ホンカクカ
本館,ホンカン
本気,ホンキ
本拠,ホンキョ
本業,ホンギョウ
本家,ホンケ
本校,ホンコウ
本国,ホンゴク
盆栽,ボンサイ
本紙,ホンシ
本質,ホンシツ
本日,ホンジツ
本質的,ホンシツテキ
本社,ホンシャ
本州,ホンシュウ
本性,ホンショウ
本職,ホンショク
本心,ホンシン
凡人,ボンジン
本数,ホンスウ
本籍,ホンセキ
本線,ホンセン
本体,ホンタイ
本題,ホンダイ
本棚,ホンダナ
本店,ホンテン
本土,ホンド
ボンド,ボンド
ポンド,ポンド
本当,ホントウ
本人,ホンニン
本音,ホンネ
ボンネット,ボンネット
本能,ホンノウ
煩悩,ボンノウ
本能的,ホンノウテキ
本場,ホンバ
本箱,ホンバコ
本番,ホンバン
本部,ホンブ
ポンプ,ポンプ
本文,ホンブン
ボンベ,ボンベ
本編,ホンペン
奔放,ホンポウ
ボンボン,ボンボン
本末転倒,ホンマツテントウ
本名,ホンミョウ
本物,ホンモノ
本屋,ホンヤ
翻訳,ホンヤク
本来,ホンライ
本塁,ホンルイ
本塁打,ホンルイダ
間,マ
間,マ
魔,マ
マーガリン,マーガリン
マーク,マーク
マーケット,マーケット
マーケティング,マーケティング
マーチ,マーチ
マーマレード,マーマレード
舞,マイ
毎朝,マイアサ
マイカー,マイカー
毎回,マイカイ
マイク,マイク
マイク,マイク
マイクロ,マイクロ
迷子,マイゴ
毎週,マイシュウ
毎食,マイショク
枚数,マイスウ
埋葬,マイソウ
毎月,マイツキ
毎度,マイド
毎年,マイトシ
マイナス,マイナス
毎日,マイニチ
毎晩,マイバン
毎秒,マイビョウ
マイペース,マイペース
埋没,マイボツ
参り,マイリ
マイル,マイル
マインド,マインド
真上,マウエ
マウス,マウス
マウスピース,マウスピース
前足,マエアシ
前売り,マエウリ
前置き,マエオキ
前髪,マエガミ
前歯,マエバ
前払い,マエバライ
前々,マエマエ
前向き,マエムキ
魔王,マオウ
魔界,マカイ
マガジン,マガジン
まか不思議,マカフシギ
曲がり,マガリ
曲がり角,マガリカド
マカロニ,マカロニ
巻き,マキ
巻,マキ
巻き添え,マキゾエ
魔球,マキュウ
紛れ,マギレ
間際,マギワ
膜,マク
幕開け,マクアケ
幕内,マクウチ
マグニチュード,マグニチュード
枕,マクラ
まぐろ,マグロ
負け,マケ
負け犬,マケイヌ
孫,マゴ
真心,マゴコロ
まこと,マコト
孫の手,マゴノテ
まさか,マサカ
摩擦,マサツ
正夢,マサユメ
増し,マシ
増し,マシ
マジシャン,マジシャン
マジック,マジック
まじめ,マジメ
マシュマロ,マシュマロ
魔女,マジョ
魔性,マショウ
真正面,マショウメン
交わり,マジワリ
マシン,マシン
麻酔,マスイ
マスカット,マスカット
マスカラ,マスカラ
マスク,マスク
マスコット,マスコット
マスコミ,マスコミ
マスター,マスター
マスタード,マスタード
マスト,マスト
ますます,マスマス
まずまず,マズマズ
マスメディア,マスメディア
股,マタ
真だい,マダイ
股下,マタシタ
マダム,マダム
町,マチ
街,マチ
待ち,マチ
待ち合わせ,マチアワセ
間近,マヂカ
間違い,マチガイ
町中,マチナカ
町並み,マチナミ
まちまち,マチマチ
松,マツ
末期,マッキ
真っ暗,マックラ
真っ暗,マックラ
真っ向,マッコウ
マッサージ,マッサージ
真っ先,マッサキ
抹殺,マッサツ
末日,マツジツ
マッシュルーム,マッシュルーム
抹消,マッショウ
まっすぐ,マッスグ
まっすぐ,マッスグ
末端,マッタン
抹茶,マッチャ
マット,マット
マット,マット
マットレス,マットレス
末尾,マツビ
真っ二つ,マップタツ
祭り,マツリ
的,マト
窓,マド
窓ガラス,マドガラス
窓際,マドギワ
窓口,マドグチ
窓越し,マドゴシ
的外れ,マトハズレ
まとめ,マトメ
間取り,マドリ
窓枠,マドワク
マナー,マナー
まないた,マナイタ
まなざし,マナザシ
真夏,マナツ
学び,マナビ
マニア,マニア
マニキュア,マニキュア
マニュアル,マニュアル
間抜け,マヌケ
まね,マネ
マネージメント,マネージメント
マネージャー,マネージャー
招き,マネキ
招き猫,マネキネコ
マネキン,マネキン
まひ,マヒ
マフィア,マフィア
まぶた,マブタ
真冬,マフユ
マフラー,マフラー
魔法,マホウ
幻,マボロシ
ママ,ママ
まま母,ママハハ
真水,マミズ
豆,マメ
魔物,マモノ
守り,マモリ
守り神,マモリガミ
麻薬,マヤク
まゆ,マユ
まゆ毛,マユゲ
迷い,マヨイ
魔よけ,マヨケ
真夜中,マヨナカ
マヨネーズ,マヨネーズ
マラソン,マラソン
マリア,マリア
マリネ,マリネ
丸太,マルタ
丸出し,マルダシ
丸っこい,マルッコイ
丸み,マルミ
丸見え,マルミエ
マロン,マロン
回し,マワシ
周り,マワリ
回り,マワリ
回り,マワリ
周り,マワリ
回り,マワリ
回り道,マワリミチ
万一,マンイチ
万一,マンイチ
満員,マンイン
まんえん,マンエン
漫画,マンガ
満開,マンカイ
万が一,マンガイチ
満期,マンキ
満喫,マンキツ
満月,マンゲツ
マンゴー,マンゴー
満載,マンサイ
漫才,マンザイ
まんじゅう,マンジュウ
マンション,マンション
慢性,マンセイ
満席,マンセキ
満足,マンゾク
満足感,マンゾクカン
満タン,マンタン
満点,マンテン
満天,マンテン
真ん中,マンナカ
マンネリ,マンネリ
万年筆,マンネンヒツ
満杯,マンパイ
万引き,マンビキ
万病,マンビョウ
満腹,マンプク
マンホール,マンホール
真ん丸,マンマル
万葉集,マンヨウシュウ
満塁,マンルイ
身,ミ
見合い,ミアイ
ミーティング,ミーティング
身動き,ミウゴキ
身内,ミウチ
身売り,ミウリ
みえ,ミエ
見え隠れ,ミエカクレ
見送り,ミオクリ
見納め,ミオサメ
見劣り,ミオトリ
未開,ミカイ
未解決,ミカイケツ
見返り,ミカエリ
磨き,ミガキ
味覚,ミカク
見掛け,ミカケ
味方,ミカタ
身柄,ミガラ
身代わり,ミガワリ
みかん,ミカン
未完,ミカン
未完成,ミカンセイ
幹,ミキ
右,ミギ
右足,ミギアシ
右腕,ミギウデ
右側,ミギガワ
見聞き,ミキキ
右利き,ミギキキ
ミキサー,ミキサー
右手,ミギテ
右端,ミギハシ
右左,ミギヒダリ
右回り,ミギマワリ
ミクロ,ミクロ
未経験,ミケイケン
見込み,ミコミ
未婚,ミコン
ミサイル,ミサイル
見境,ミサカイ
岬,ミサキ
未熟,ミジュク
ミシン,ミシン
みじん,ミジン
ミス,ミス
水,ミズ
水遊び,ミズアソビ
水あめ,ミズアメ
水洗い,ミズアライ
未遂,ミスイ
水色,ミズイロ
湖,ミズウミ
水加減,ミズカゲン
自ら,ミズカラ
水着,ミズギ
水切り,ミズキリ
水気,ミズケ
水資源,ミズシゲン
水商売,ミズショウバイ
水炊き,ミズタキ
水玉,ミズタマ
ミステリー,ミステリー
水煮,ミズニ
水の泡,ミズノアワ
水浸し,ミズビタシ
水辺,ミズベ
水増し,ミズマシ
水回り,ミズマワリ
水虫,ミズムシ
水割り,ミズワリ
店,ミセ
未成年,ミセイネン
未成年者,ミセイネンシャ
店先,ミセサキ
ミセス,ミセス
見せ場,ミセバ
見世物,ミセモノ
未然,ミゼン
みそ,ミソ
溝,ミゾ
みぞおち,ミゾオチ
みそ汁,ミソシル
見出し,ミダシ
道,ミチ
未知,ミチ
身近,ミヂカ
満ち欠け,ミチカケ
道順,ミチジュン
道しるべ,ミチシルベ
未知数,ミチスウ
道筋,ミチスジ
道連れ,ミチヅレ
道端,ミチバタ
蜜,ミツ
密,ミツ
三日,ミッカ
ミックス,ミックス
密室,ミッシツ
密集,ミッシュウ
ミッション,ミッション
密接,ミッセツ
密着,ミッチャク
三つ,ミッツ
密度,ミツド
ミッドナイト,ミッドナイト
三つ葉,ミツバ
密封,ミップウ
密閉,ミッペイ
見積もり,ミツモリ
密林,ミツリン
未定,ミテイ
ミディアム,ミディアム
見通し,ミトオシ
見所,ミドコロ
緑,ミドリ
緑色,ミドリイロ
緑の窓口,ミドリノマドグチ
ミドル,ミドル
皆,ミナ
見直し,ミナオシ
身投げ,ミナゲ
皆殺し,ミナゴロシ
皆様,ミナサマ
皆さん,ミナサン
港,ミナト
南,ミナミ
南側,ミナミガワ
南半球,ミナミハンキュウ
南向き,ミナミムキ
源,ミナモト
見習い,ミナライ
ミニスカート,ミニスカート
ミニチュア,ミニチュア
ミネラル,ミネラル
未納,ミノウ
身の回り,ミノマワリ
見栄え,ミバエ
未払い,ミハライ
見晴らし,ミハラシ
身振り,ミブリ
身分,ミブン
身分証明書,ミブンショウメイショ
未亡人,ミボウジン
見本,ミホン
見舞い,ミマイ
見回り,ミマワリ
耳,ミミ
耳打ち,ミミウチ
身元,ミモト
見物,ミモノ
脈,ミャク
土産,ミヤゲ
土産物,ミヤゲモノ
都,ミヤコ
ミュージアム,ミュージアム
ミュージカル,ミュージカル
ミュージック,ミュージック
妙,ミョウ
妙,ミョウ
明後日,ミョウゴニチ
名字,ミョウジ
明朝,ミョウチョウ
明日,ミョウニチ
明晩,ミョウバン
身寄り,ミヨリ
ミラー,ミラー
未来,ミライ
ミラクル,ミラクル
ミリ,ミリ
ミリ,ミリ
ミリオネア,ミリオネア
ミリオン,ミリオン
